school,professor,old_summary_length,new_summary_length,display_summary
KAIST,김은준,148,39,"김은준 교수님은 신경생물학, 시냅스 생물학, 뇌질환 분야를 연구합니다."
KAIST,김재경,150,49,"김재경 교수님은 유전체/계산생물학/바이오정보학, 수리생물, 의생명수학 분야를 연구합니다."
KAIST,김재훈,110,54,"김재훈 교수님은 유전체/계산생물학/바이오정보학, 식물/발생/생체리듬, 이산수학 분야를 연구합니다."
KAIST,김진우,148,45,"김진우 교수님은 식물/발생/생체리듬, 발생신경생물학, 줄기세포 분야를 연구합니다."
KAIST,김호민,150,41,"김호민 교수님은 구조생물학, 단백질 설계, 면역 단백질 분야를 연구합니다."
KAIST,남윤성,146,38,"남윤성 교수님은 바이오소재, 생명공학, 단백질공학 분야를 연구합니다."
KAIST,박민희,98,43,"박민희 교수님은 세포생물학, 세포 항상성, 유전자 논리회로 분야를 연구합니다."
KAIST,박승열,125,41,"박승열 교수님은 미생물 병원성, 감염생물학, 세포생물학 분야를 연구합니다."
KAIST,배준환,121,56,"배준환 교수님은 유전체/계산생물학/바이오정보학, 식물/발생/생체리듬, 유전체 조절 분야를 연구합니다."
KAIST,손종우,110,39,"손종우 교수님은 대사신경과학, 신경회로, 섭식 행동 분야를 연구합니다."
KAIST,송지준,140,50,"송지준 교수님은 유전체/계산생물학/바이오정보학, 구조생물학, 후성유전학 분야를 연구합니다."
KAIST,양한슬,109,37,"양한슬 교수님은 신경회로, 행동신경과학, 뇌기능 분야를 연구합니다."
KAIST,오병하,137,41,"오병하 교수님은 단백질 구조생물학, 생화학, 분자 인식 분야를 연구합니다."
KAIST,윤기준,111,56,"윤기준 교수님은 유전체/계산생물학/바이오정보학, 식물/발생/생체리듬, 발생유전체학 분야를 연구합니다."
KAIST,이광록,93,44,"이광록 교수님은 분자세포생물학, 단백질 기능, 세포 신호전달 분야를 연구합니다."
KAIST,이규리,78,40,"이규리 교수님은 면역조절, T 세포 생물학, 염증질환 분야를 연구합니다."
KAIST,이균민,116,43,"이균민 교수님은 동물세포공학, 바이오공정, 바이오의약 생산 분야를 연구합니다."
KAIST,이대엽,116,51,"이대엽 교수님은 유전체/계산생물학/바이오정보학, 후성유전체학, 전사 조절 분야를 연구합니다."
KAIST,이소현,106,44,"이소현 교수님은 세포 동역학, 분자세포생물학, 질병 조절경로 분야를 연구합니다."
KAIST,이승재,129,39,"이승재 교수님은 노화생물학, 대사유전학, 장수 연구 분야를 연구합니다."
KAIST,이승희,93,38,"이승희 교수님은 시각신경과학, 감각처리, 신경회로 분야를 연구합니다."
KAIST,이흥규,106,39,"이흥규 교수님은 면역학, 마이크로바이옴, 감염/염증 분야를 연구합니다."
KAIST,임대식,115,49,"임대식 교수님은 암생물학, Hippo/YAP 신호전달, 세포 성장조절 분야를 연구합니다."
KAIST,임정훈,85,56,"임정훈 교수님은 유전체/계산생물학/바이오정보학, 식물/발생/생체리듬, 신경생체리듬 분야를 연구합니다."
KAIST,전상용,150,37,"전상용 교수님은 나노의학, 약물전달, 바이오의약 분야를 연구합니다."
KAIST,정민환,89,42,"정민환 교수님은 시스템신경과학, 의사결정, 기억 신경회로 분야를 연구합니다."
KAIST,정원석,92,38,"정원석 교수님은 신경면역, 글리아 생물학, 뇌질환 분야를 연구합니다."
KAIST,정인경,123,51,"정인경 교수님은 유전체/계산생물학/바이오정보학, 3D 게놈, 후성유전체학 분야를 연구합니다."
KAIST,정현정,87,44,"정현정 교수님은 질병 세포생물학, 세포 신호전달, 분자생물학 분야를 연구합니다."
KAIST,조원기,122,53,"조원기 교수님은 유전체/계산생물학/바이오정보학, 단일분자 생물학, 생물물리학 분야를 연구합니다."
KAIST,최길주,107,57,"최길주 교수님은 유전체/계산생물학/바이오정보학, 식물/발생/생체리듬, 식물발생생물학 분야를 연구합니다."
KAIST,한진희,79,46,"한진희 교수님은 기억 신경회로, 뇌질환, 바이오/의생명/약물전달 분야를 연구합니다."
KAIST,허원도,140,39,"허원도 교수님은 광유전학, 합성생물학, RNA 편집 분야를 연구합니다."
KAIST,홍인기,112,49,"홍인기 교수님은 유전체/계산생물학/바이오정보학, 분자생물학, 유전체학 분야를 연구합니다."
KAIST,정재승,98,44,"정재승 교수님은 의사결정, 뇌영상 인지신경과학, 계산신경과학 분야를 연구합니다."
KAIST,김대수,77,36,"김대수 교수님은 신경생물학, 행동학, 본능행동 분야를 연구합니다."
KAIST,백세범,65,41,"백세범 교수님은 계산뇌과학, 시스템 신경과학, 자연지능 분야를 연구합니다."
KAIST,이상완,87,42,"이상완 교수님은 뇌기반 인공지능, 계산신경과학, 강화학습 분야를 연구합니다."
KAIST,권정태,72,49,"권정태 교수님은 사회행동의 신경생리학, 신경조절물질, 시스템 신경과학 분야를 연구합니다."
KAIST,이승우,79,44,"이승우 교수님은 뇌-기계 인터페이스, 신경보철공학, 인공시각 분야를 연구합니다."
KAIST,최민이,79,40,"최민이 교수님은 파킨슨, 치매, AI-기반 약물 개발 분야를 연구합니다."
KAIST,감태인,73,39,"감태인 교수님은 알츠하이머, 파킨슨병, 퇴행성뇌질환 분야를 연구합니다."
KAIST,박형동,72,42,"박형동 교수님은 뇌-신체 상호작용, 지각적 의식, 자의식 분야를 연구합니다."
KAIST,박수현,77,45,"박수현 교수님은 시각 신경계, 동적 시각, 자연스러운 시각경험 분야를 연구합니다."
KAIST,이영준,74,45,"이영준 교수님은 뇌-컴퓨터 인터페이스, 인공 신경, 신경 보철 분야를 연구합니다."
KAIST,김자경,80,51,"김자경 교수님은 수면의 기능과 조절, 분자신경생리학, 수면 미세구조 분석 분야를 연구합니다."
KAIST,양재현,75,43,"양재현 교수님은 역노화, 뇌 노화, 후성유전체 리프로그래밍 분야를 연구합니다."
KAIST,김대욱,77,49,"김대욱 교수님은 계산신경과학, 비선형 상태 공간 추정, 복잡계 모델링 분야를 연구합니다."
KAIST,조성익,75,42,"조성익 교수님은 유전자 교정, 유전자 치료, 미토콘드리아 분야를 연구합니다."
KAIST,이지훈,72,49,"이지훈 교수님은 신경 보철, 무선 신경 임플란트, 뇌-기계 인터페이스 분야를 연구합니다."
KAIST,이병욱,71,47,"이병욱 교수님은 노화 및 퇴행성 뇌질환, 뇌 회복 탄력성, 커넥톰 분야를 연구합니다."
KAIST,강평원,67,37,"강평원 교수님은 사회학습, 내외집단 행동, 공감 분야를 연구합니다."
KAIST,고상윤,70,40,"고상윤 교수님은 학습과 기억, 기억세포, 신경발달장애 분야를 연구합니다."
KAIST,김진훈,68,62,"김진훈 교수님은 신경모사공학, 온 디바이스 컴퓨팅, 나노소재 기반 뉴런 및 시냅스 모방 소자 분야를 연구합니다."
KAIST,Song Ih Ahn,72,66,"Song Ih Ahn 교수님은 소재/역학/제조, 헬스케어/나노/광학, 기계공학 AI/데이터기반 설계 분야를 연구합니다."
KAIST,Choongsik Bae,61,64,"Choongsik Bae 교수님은 로보틱스/제어/모빌리티, 소재/역학/제조, 에너지/열유체/환경 분야를 연구합니다."
KAIST,배중면,63,46,"배중면 교수님은 수소 활용, 고체산화물연료전지, 연료전지 시스템 분야를 연구합니다."
KAIST,Gi-Dong Sim,66,67,"Gi-Dong Sim 교수님은 패키징/인터커넥트/신뢰성, 소재/역학/제조, 반도체/마이크로나노/패키징 분야를 연구합니다."
KAIST,Inkyu Park,67,59,"Inkyu Park 교수님은 소재/역학/제조, 에너지/열유체/환경, 헬스케어/나노/광학 분야를 연구합니다."
KAIST,Ki-Uk Kyung,59,62,"Ki-Uk Kyung 교수님은 로보틱스/제어/모빌리티, 소재/역학/제조, 헬스케어/나노/광학 분야를 연구합니다."
KAIST,Hae-Won Park,58,69,"Hae-Won Park 교수님은 로보틱스/제어/모빌리티, 소재/역학/제조, 기계공학 AI/데이터기반 설계 분야를 연구합니다."
KAIST,Miso Kim,66,57,"Miso Kim 교수님은 소재/역학/제조, 에너지/열유체/환경, 헬스케어/나노/광학 분야를 연구합니다."
KAIST,Kuk-Jin Yoon,62,63,"Kuk-Jin Yoon 교수님은 로보틱스/제어/모빌리티, 소재/역학/제조, 헬스케어/나노/광학 분야를 연구합니다."
KAIST,Sanha Kim,83,61,"Sanha Kim 교수님은 패키징/인터커넥트/신뢰성, 소재/역학/제조, 에너지/열유체/환경 분야를 연구합니다."
KAIST,Youngsuk Nam,54,67,"Youngsuk Nam 교수님은 소재/역학/제조, 에너지/열유체/환경, 기계공학 AI/데이터기반 설계 분야를 연구합니다."
KAIST,Taek-Soo Kim,67,66,"Taek-Soo Kim 교수님은 패키징/인터커넥트/신뢰성, 로보틱스/제어/모빌리티, 소재/역학/제조 분야를 연구합니다."
KAIST,Hyoungsoo Kim,72,64,"Hyoungsoo Kim 교수님은 로보틱스/제어/모빌리티, 소재/역학/제조, 에너지/열유체/환경 분야를 연구합니다."
KAIST,Seong Su Kim,58,74,"Seong Su Kim 교수님은 Composite manufacturing, Composite design, En 분야를 연구합니다."
KAIST,Wonju Jeon,69,53,"Wonju Jeon 교수님은 소재/역학/제조, 기계공학 AI/데이터기반 설계 분야를 연구합니다."
KAIST,Hongki Yoo,77,65,"Hongki Yoo 교수님은 소재/역학/제조, 헬스케어/나노/광학, 기계공학 AI/데이터기반 설계 분야를 연구합니다."
KAIST,Jung Kim,72,59,"Jung Kim 교수님은 로보틱스/제어/모빌리티, 소재/역학/제조, 헬스케어/나노/광학 분야를 연구합니다."
KAIST,Minkyun Noh,74,62,"Minkyun Noh 교수님은 로보틱스/제어/모빌리티, 소재/역학/제조, 헬스케어/나노/광학 분야를 연구합니다."
KAIST,Kyung-Soo Kim,81,71,"Kyung-Soo Kim 교수님은 반도체 회로/SoC/AI하드웨어, 로보틱스/제어/모빌리티, 소재/역학/제조 분야를 연구합니다."
KAIST,HyungSoon Park,66,65,"HyungSoon Park 교수님은 로보틱스/제어/모빌리티, 소재/역학/제조, 헬스케어/나노/광학 분야를 연구합니다."
KAIST,Ilkwon Oh,59,60,"Ilkwon Oh 교수님은 로보틱스/제어/모빌리티, 소재/역학/제조, 에너지/열유체/환경 분야를 연구합니다."
KAIST,Je Min Hwangbo,66,71,"Je Min Hwangbo 교수님은 로보틱스/제어/모빌리티, 소재/역학/제조, 기계공학 AI/데이터기반 설계 분야를 연구합니다."
KAIST,Donguk Nam,63,62,"Donguk Nam 교수님은 패키징/인터커넥트/신뢰성, 소재/역학/제조, 헬스케어/나노/광학 분야를 연구합니다."
KAIST,Jitae Kim,63,65,"Jitae Kim 교수님은 반도체 회로/SoC/AI하드웨어, 소재/역학/제조, 헬스케어/나노/광학 분야를 연구합니다."
KAIST,Seunghwa Ryu,68,67,"Seunghwa Ryu 교수님은 소재/역학/제조, 에너지/열유체/환경, 기계공학 AI/데이터기반 설계 분야를 연구합니다."
KAIST,Seungbum Koo,71,63,"Seungbum Koo 교수님은 로보틱스/제어/모빌리티, 소재/역학/제조, 헬스케어/나노/광학 분야를 연구합니다."
KAIST,Kyoungchul Kong,71,66,"Kyoungchul Kong 교수님은 로보틱스/제어/모빌리티, 소재/역학/제조, 헬스케어/나노/광학 분야를 연구합니다."
KAIST,Sukyung Park,57,63,"Sukyung Park 교수님은 로보틱스/제어/모빌리티, 소재/역학/제조, 헬스케어/나노/광학 분야를 연구합니다."
KAIST,Doo Yong Lee,53,69,"Doo Yong Lee 교수님은 로보틱스/제어/모빌리티, 소재/역학/제조, 기계공학 AI/데이터기반 설계 분야를 연구합니다."
KAIST,장대준,60,52,"장대준 교수님은 액체수소 시스템, 수소 인프라, 수소 및 액체수소 공정공학 분야를 연구합니다."
KAIST,IkJin Lee,72,67,"IkJin Lee 교수님은 패키징/인터커넥트/신뢰성, 소재/역학/제조, 기계공학 AI/데이터기반 설계 분야를 연구합니다."
KAIST,Hyun Jin Kim,49,61,"Hyun Jin Kim 교수님은 소재/역학/제조, 에너지/열유체/환경, 헬스케어/나노/광학 분야를 연구합니다."
KAIST,Seungchul Lee,44,68,"Seungchul Lee 교수님은 소재/역학/제조, 헬스케어/나노/광학, 기계공학 AI/데이터기반 설계 분야를 연구합니다."
KAIST,Nam Il Kim,60,61,"Nam Il Kim 교수님은 로보틱스/제어/모빌리티, 소재/역학/제조, 에너지/열유체/환경 분야를 연구합니다."
KAIST,Seibum Choi,80,68,"Seibum Choi 교수님은 로보틱스/제어/모빌리티, 소재/역학/제조, 기계공학 AI/데이터기반 설계 분야를 연구합니다."
KAIST,Jungchul Lee,94,65,"Jungchul Lee 교수님은 소재/역학/제조, 헬스케어/나노/광학, 반도체/마이크로나노/패키징 분야를 연구합니다."
KAIST,Yong Jin Yoon,59,68,"Yong Jin Yoon 교수님은 소재/역학/제조, 헬스케어/나노/광학, 기계공학 AI/데이터기반 설계 분야를 연구합니다."
KAIST,Joonsik Hwang,66,65,"Joonsik Hwang 교수님은 전산이론/알고리즘/그래프, 소재/역학/제조, 에너지/열유체/환경 분야를 연구합니다."
KAIST,WangYuhl Oh,51,66,"WangYuhl Oh 교수님은 소재/역학/제조, 헬스케어/나노/광학, 기계공학 AI/데이터기반 설계 분야를 연구합니다."
KAIST,Joonsang Kang,59,67,"Joonsang Kang 교수님은 전력전자/전력변환/전력무결성, 소재/역학/제조, 에너지/열유체/환경 분야를 연구합니다."
KAIST,이강택,47,47,"이강택 교수님은 고체산화물 연료전지, 고체산화물 수전해, 그린수소 분야를 연구합니다."
KAIST,Yeunwoo Cho,77,66,"Yeunwoo Cho 교수님은 소재/역학/제조, 에너지/열유체/환경, 기계공학 AI/데이터기반 설계 분야를 연구합니다."
KAIST,Daegyoum Kim,69,61,"Daegyoum Kim 교수님은 소재/역학/제조, 에너지/열유체/환경, 헬스케어/나노/광학 분야를 연구합니다."
KAIST,Yong-Hwa Park,56,70,"Yong-Hwa Park 교수님은 로보틱스/제어/모빌리티, 소재/역학/제조, 기계공학 AI/데이터기반 설계 분야를 연구합니다."
KAIST,Young-Jin Kim,85,72,"Young-Jin Kim 교수님은 소재/역학/제조, 반도체/마이크로나노/패키징, 기계공학 AI/데이터기반 설계 분야를 연구합니다."
KAIST,김규태,72,51,"김규태 교수님은 항공엔진 추진, 가스터빈 연소, 연소 불안정/화염 동역학 분야를 연구합니다."
KAIST,김현정,74,45,"김현정 교수님은 우주재료/환경시험, 원격탐사, 과학탑재체 센서 분야를 연구합니다."
KAIST,박기수,79,45,"박기수 교수님은 극초음속 공력가열, 고속 공기역학, 공력열역학 분야를 연구합니다."
KAIST,방효충,69,53,"방효충 교수님은 우주비행체 동역학/제어, UAV 유도항법, 위성/드론 GNC 분야를 연구합니다."
KAIST,신동혁,68,51,"신동혁 교수님은 전산이론/알고리즘/그래프, 연소 시뮬레이션, 추진/에너지 분야를 연구합니다."
KAIST,심형섭,94,53,"심형섭 교수님은 극초음속 공기흡입 추진, 고에너지밀도 연료, 다중스케일 연소 분야를 연구합니다."
KAIST,안재명,67,52,"안재명 교수님은 대형 항공우주 시스템 설계, 복잡시스템 분석, 과학기술정책 분야를 연구합니다."
KAIST,윤효상,88,44,"윤효상 교수님은 우주선/위성 시스템, 레이저 통신, 별추적기 분야를 연구합니다."
KAIST,이대영,67,45,"이대영 교수님은 우주로봇, 오리가미 구조, 능동재료/모핑 구조 분야를 연구합니다."
KAIST,이동헌,66,49,"이동헌 교수님은 천체역학/궤도역학, 궤적 최적화, 행성간 탐사 GNC 분야를 연구합니다."
KAIST,이동호,68,48,"이동호 교수님은 우주 전기추진, 저온 플라즈마 응용, 플라즈마 진단 분야를 연구합니다."
KAIST,이상봉,75,48,"이상봉 교수님은 전산유체역학, 난류/극초음속 유동, UAM/항공기상 분야를 연구합니다."
KAIST,이전윤,73,53,"이전윤 교수님은 항공우주 복합재 구조, 스마트 제조, 나노소재 기반 경량구조 분야를 연구합니다."
KAIST,이정률,77,55,"이정률 교수님은 항공기 구조 건전성 진단, 진단 AI, 스마트 행거/센서로보틱스 분야를 연구합니다."
KAIST,이지윤,76,53,"이지윤 교수님은 GNSS/위성항법, 안전필수 항법시스템, 항공기/우주선 항법 분야를 연구합니다."
KAIST,이창훈,85,53,"이창훈 교수님은 전산이론/알고리즘/그래프, 비행체 유도제어, 최적제어/최적화 분야를 연구합니다."
KAIST,전은지,85,48,"전은지 교수님은 희박기체역학, 다중스케일 기체역학, 운동론/전기추진 분야를 연구합니다."
KAIST,진정근,87,45,"진정근 교수님은 로켓추진, 고체/액체 화학추진, 발사체/RCS 분야를 연구합니다."
KAIST,최지환,84,46,"최지환 교수님은 컴퓨터, 인공지능 및 소프트웨어, 위성/무선통신 분야를 연구합니다."
KAIST,최한림,87,60,"최한림 교수님은 전산이론/알고리즘/그래프, 다중 에이전트 추정/제어, 로봇 센서 네트워크 분야를 연구합니다."
KAIST,한재흥,73,52,"한재흥 교수님은 우주구조/스마트 구조, 충격 및 진동 제어, 플래핑 MAV 분야를 연구합니다."
KAIST,강익성,103,46,"강익성 교수님은 컴퓨터, 인공지능 및 소프트웨어, AI/머신러닝 분야를 연구합니다."
KAIST,강준혁,99,67,"강준혁 교수님은 통신/정보이론/부호, Information, Communication & Coding 분야를 연구합니다."
KAIST,권경하,97,65,"권경하 교수님은 반도체 시스템 및 집적회로, 반도체 회로/SoC/AI하드웨어, 통신/정보이론/부호 분야를 연구합니다."
KAIST,권지민,150,65,"권지민 교수님은 반도체 소자 및 공정, 반도체 회로/SoC/AI하드웨어, 패키징/인터커넥트/신뢰성 분야를 연구합니다."
KAIST,김대식,92,65,"김대식 교수님은 바이오메디컬/뇌공학/생체전자, Neuroscience, High-field MRI 분야를 연구합니다."
KAIST,김동준,42,44,"김동준 교수님은 컴퓨터 시스템, 컴퓨터 구조, 하드웨어 보안 분야를 연구합니다."
KAIST,김문철,77,42,"김문철 교수님은 멀티미디어/신호처리, 통신/정보이론/부호 분야를 연구합니다."
KAIST,김민준,87,46,"김민준 교수님은 컴퓨터, 인공지능 및 소프트웨어, AI/머신러닝 분야를 연구합니다."
KAIST,김봉진,92,65,"김봉진 교수님은 VLSI 회로 및 칩 설계, 차세대 컴퓨팅 및 통신회로 설계, 통신/정보이론/부호 분야를 연구합니다."
KAIST,김상현,48,63,"김상현 교수님은 3D적층형 반도체 광소자/전자소자, IOT향 소자 기술, 반도체 소자 및 공정 분야를 연구합니다."
KAIST,김성민,41,43,"김성민 교수님은 무선 네트워크, 모바일 컴퓨팅, 사물인터넷 분야를 연구합니다."
KAIST,김용대,79,40,"김용대 교수님은 보안/암호, 시스템/운영체제/네트워킹 분야를 연구합니다."
KAIST,김용훈,135,56,"김용훈 교수님은 반도체 소자 및 공정, 양자과학/양자공학, 나노기술/소재/소자물리 분야를 연구합니다."
KAIST,김정호,76,58,"김정호 교수님은 반도체 소자 및 공정, 패키징/인터커넥트/신뢰성, 멀티미디어/신호처리 분야를 연구합니다."
KAIST,김주영,56,52,"김주영 교수님은 VLSI 설계, 컴퓨터 구조, 하드웨어-소프트웨어 코디자인 분야를 연구합니다."
KAIST,김준모,103,57,"김준모 교수님은 멀티미디어/신호처리, 통신/정보이론/부호, 시스템/운영체제/네트워킹 분야를 연구합니다."
KAIST,김창익,81,46,"김창익 교수님은 컴퓨터, 인공지능 및 소프트웨어, AI/머신러닝 분야를 연구합니다."
KAIST,김현식,56,52,"김현식 교수님은 아날로그 집적회로 설계, 디스플레이 구동회로, 전력변환회로 분야를 연구합니다."
KAIST,김회린,64,66,"김회린 교수님은 멀티미디어/신호처리, Speech Recognition, Audio indexing 분야를 연구합니다."
KAIST,김훈,65,62,"김훈 교수님은 반도체 소자 및 공정, 포토닉스/RF/mmWave, 반도체 포토닉스/RF 소자 분야를 연구합니다."
KAIST,노용만,118,54,"노용만 교수님은 AI/머신러닝, 멀티미디어/신호처리, 시스템/운영체제/네트워킹 분야를 연구합니다."
KAIST,류승탁,61,66,"류승탁 교수님은 반도체 시스템 및 집적회로, 반도체 회로/SoC/AI하드웨어, 집적회로/반도체시스템 분야를 연구합니다."
KAIST,명현,97,45,"명현 교수님은 컴퓨터, 인공지능 및 소프트웨어, AI/머신러닝 분야를 연구합니다."
KAIST,문건우,119,54,"문건우 교수님은 전력 전자, 전력 변환 장치와 인버터, 무선 전력 전송 시스템 분야를 연구합니다."
KAIST,박성욱,48,46,"박성욱 교수님은 통신/정보이론/부호, 포토닉스/RF/mmWave 분야를 연구합니다."
KAIST,박인철,69,66,"박인철 교수님은 반도체 시스템 및 집적회로, 반도체 회로/SoC/AI하드웨어, 집적회로/반도체시스템 분야를 연구합니다."
KAIST,배현민,75,50,"배현민 교수님은 반도체 회로/SoC/AI하드웨어, 집적회로/반도체시스템 분야를 연구합니다."
KAIST,백재일,90,64,"백재일 교수님은 반도체 시스템 및 집적회로, 전력전자/전력변환/전력무결성, 집적회로/반도체시스템 분야를 연구합니다."
KAIST,서창호,80,46,"서창호 교수님은 컴퓨터, 인공지능 및 소프트웨어, AI/머신러닝 분야를 연구합니다."
KAIST,성영철,51,62,"성영철 교수님은 AI/머신러닝, Reinforcement Learning, AI Agents 분야를 연구합니다."
KAIST,송영민,104,63,"송영민 교수님은 반도체 소자 및 공정, 포토닉스/RF/mmWave, 반도체 포토닉스/RF 소자 분야를 연구합니다."
KAIST,신민철,70,45,"신민철 교수님은 반도체소자/회로, 반도체재료, 전산 나노 기술 분야를 연구합니다."
KAIST,신승원,112,40,"신승원 교수님은 보안/암호, 시스템/운영체제/네트워킹 분야를 연구합니다."
KAIST,신영수,79,64,"신영수 교수님은 반도체 시스템 및 집적회로, 반도체 회로/SoC/AI하드웨어, 컴퓨터구조/가속기 분야를 연구합니다."
KAIST,심현철,38,40,"심현철 교수님은 자율주행자동차, 무인항공기, 로보틱스 분야를 연구합니다."
KAIST,안희진,41,33,"안희진 교수님은 제어, 최적화, 로보틱스 분야를 연구합니다."
KAIST,양경훈,75,61,"양경훈 교수님은 반도체 소자 및 공정, 나노기술/소재/소자물리, 반도체 포토닉스/RF 소자 분야를 연구합니다."
KAIST,원유집,50,46,"원유집 교수님은 운영체제, 스토리지 및 파일 시스템, 분산시스템 분야를 연구합니다."
KAIST,유민수,51,45,"유민수 교수님은 컴퓨터 구조, VLSI SoC 설계, 딥-러닝 분야를 연구합니다."
KAIST,유승협,68,59,"유승협 교수님은 반도체 소자 및 공정, 디스플레이/발광소자, 포토닉스/RF/mmWave 분야를 연구합니다."
KAIST,유종원,74,55,"유종원 교수님은 무선통신, RF 마이크로 일렉트로닉스, 무선/마이크로파 전력전송 분야를 연구합니다."
KAIST,유창동,44,36,"유창동 교수님은 딥러닝, 머신러닝, 컴퓨터비전 분야를 연구합니다."
KAIST,윤영규,52,39,"윤영규 교수님은 뇌공학, 뇌이미징, 광학시스템 설비 분야를 연구합니다."
KAIST,윤인수,34,41,"윤인수 교수님은 시스템 보안, 소프트웨어 보안, 컴퓨터 분야를 연구합니다."
KAIST,윤준보,48,61,"윤준보 교수님은 마이크로 전자 기계 시스템 및 공정, 3D 마이크로 소자, 나노와이어 소자 분야를 연구합니다."
KAIST,이가영,98,45,"이가영 교수님은 반도체 소자 및 공정, 나노기술/소재/소자물리 분야를 연구합니다."
KAIST,이동환,95,36,"이동환 교수님은 AI/머신러닝, 로보틱스/제어 분야를 연구합니다."
KAIST,이성주,102,42,"이성주 교수님은 AI/머신러닝, 시스템/운영체제/네트워킹 분야를 연구합니다."
KAIST,이슬기,115,56,"이슬기 교수님은 AI/머신러닝, 시스템/운영체제/네트워킹, 나노기술/소재/소자물리 분야를 연구합니다."
KAIST,이시현,102,46,"이시현 교수님은 컴퓨터, 인공지능 및 소프트웨어, AI/머신러닝 분야를 연구합니다."
KAIST,이안 오클리,78,49,"이안 오클리 교수님은 컴퓨터, 인공지능 및 소프트웨어, AI/머신러닝 분야를 연구합니다."
KAIST,이영주,150,56,"이영주 교수님은 컴퓨터, 인공지능 및 소프트웨어, 반도체 회로/SoC/AI하드웨어 분야를 연구합니다."
KAIST,이정용,45,47,"이정용 교수님은 차세대 태양전지, 발광소자, 유연 및 신축성 소자 분야를 연구합니다."
KAIST,이현주,51,60,"이현주 교수님은 고분자전해질막 연료전지 전극촉매, AEMWE 수소발생반응 촉매, 이종촉매 분야를 연구합니다."
KAIST,장동의,32,34,"장동의 교수님은 제어, 로보틱스, 기계학습 분야를 연구합니다."
KAIST,장민석,36,38,"장민석 교수님은 나노광학, 플라즈모닉스, 메타물질 분야를 연구합니다."
KAIST,전상훈,118,58,"전상훈 교수님은 반도체 및 디스플레이 공정, 소자 물리, Wearable IoT 센서 분야를 연구합니다."
KAIST,정명수,57,46,"정명수 교수님은 SSD 스토리지, 비휘발성 메모리, 컴퓨터 구조 분야를 연구합니다."
KAIST,정완영,45,68,"정완영 교수님은 초저전력 아날로그/디지털 회로 및 IoT 시스템., 반도체 시스템 및 집적회로, 저전력 분야를 연구합니다."
KAIST,정재웅,85,62,"정재웅 교수님은 반도체 소자 및 공정, 나노기술/소재/소자물리, 바이오메디컬/뇌공학/생체전자 분야를 연구합니다."
KAIST,정준선,91,39,"정준선 교수님은 머신러닝, 음성신호처리, 컴퓨터비전 분야를 연구합니다."
KAIST,정혜원,52,40,"정혜원 교수님은 데이터 과학, 정보 이론, 통계 추론 분야를 연구합니다."
KAIST,제민규,149,63,"제민규 교수님은 반도체 시스템 및 집적회로, 센서 인터페이스 집적 회로, 무선 통신 집적 회로 분야를 연구합니다."
KAIST,조병진,56,61,"조병진 교수님은 반도체 소자 및 공정, 나노기술/소재/소자물리, 메모리/뉴로모픽/스핀 소자 분야를 연구합니다."
KAIST,조성환,82,62,"조성환 교수님은 반도체 시스템 및 집적회로, 반도체 회로/SoC/AI하드웨어, AI/머신러닝 분야를 연구합니다."
KAIST,최경철,52,58,"최경철 교수님은 나노기술/소재/소자물리, 디스플레이/발광소자, 반도체 소자/공정/박막 분야를 연구합니다."
KAIST,최성현,81,46,"최성현 교수님은 컴퓨터, 인공지능 및 소프트웨어, AI/머신러닝 분야를 연구합니다."
KAIST,최신현,48,63,"최신현 교수님은 차세대 메모리/지능형 컴퓨팅 소자 및 통합 시스템 개발, 반도체 소자 및 공정 분야를 연구합니다."
KAIST,최양규,55,38,"최양규 교수님은 물리전자, 반도체공정, 반도체재료 분야를 연구합니다."
KAIST,최정우,106,46,"최정우 교수님은 컴퓨터, 인공지능 및 소프트웨어, AI/머신러닝 분야를 연구합니다."
KAIST,최준일,31,52,"최준일 교수님은 무선통신 / 차량간 통신, 컴퓨터, 인공지능 및 소프트웨어 분야를 연구합니다."
KAIST,최진석,74,63,"최진석 교수님은 통신/정보이론/부호, System Development, Information 분야를 연구합니다."
KAIST,최창식,57,59,"최창식 교수님은 차량용 통신, 위성 통신, 셀룰러 통신 및 자율주행을 위한 통신 시스템 분야를 연구합니다."
KAIST,하정석,64,46,"하정석 교수님은 컴퓨터, 인공지능 및 소프트웨어, AI/머신러닝 분야를 연구합니다."
KAIST,한수진,86,46,"한수진 교수님은 컴퓨터, 인공지능 및 소프트웨어, AI/머신러닝 분야를 연구합니다."
KAIST,한인수,114,52,"한인수 교수님은 컴퓨터, 인공지능 및 소프트웨어, 전산이론/알고리즘/그래프 분야를 연구합니다."
KAIST,함자 쿠르트,149,56,"함자 쿠르트 교수님은 AI 기반 포토닉스, 메타표면, 전력전자/전력변환/전력무결성 분야를 연구합니다."
KAIST,황의종,77,46,"황의종 교수님은 컴퓨터, 인공지능 및 소프트웨어, AI/머신러닝 분야를 연구합니다."
KAIST,강민석,81,38,"강민석 교수님은 시큐어 컴퓨팅, 시스템, 네트워크 분야를 연구합니다."
KAIST,강병훈,43,42,"강병훈 교수님은 시스템 보안, 정보서비스, 시큐어 컴퓨팅 분야를 연구합니다."
KAIST,고인영,62,41,"고인영 교수님은 소프트웨어공학, 웹공학, 서비스 컴퓨팅 분야를 연구합니다."
